"";"cut";"color"
"30354";"Ideal";"D"
"30355";"Very Good";"D"
"30356";"Very Good";"D"
"30357";"Very Good";"D"
"30358";"Ideal";"E"
"30359";"Ideal";"F"
"30360";"Ideal";"D"
"30361";"Premium";"H"
"30362";"Premium";"H"
"30363";"Ideal";"I"
"30364";"Premium";"I"
"30365";"Premium";"I"
"30366";"Very Good";"I"
"30367";"Premium";"I"
"30368";"Ideal";"I"
"30369";"Ideal";"I"
"30370";"Very Good";"H"
"30371";"Ideal";"H"
"30372";"Ideal";"H"
"30373";"Premium";"H"
"30374";"Good";"H"
"30375";"Fair";"F"
"30376";"Very Good";"G"
"30377";"Very Good";"F"
"30378";"Ideal";"E"
"30379";"Good";"H"
"30380";"Very Good";"F"
"30381";"Very Good";"F"
"30382";"Very Good";"F"
"30383";"Very Good";"F"
"30384";"Very Good";"I"
"30385";"Ideal";"G"
"30386";"Ideal";"G"
"30387";"Ideal";"G"
"30388";"Ideal";"H"
"30389";"Ideal";"H"
"30390";"Ideal";"H"
"30391";"Ideal";"H"
"30392";"Ideal";"H"
"30393";"Ideal";"H"
"30394";"Ideal";"H"
"30395";"Ideal";"H"
"30396";"Ideal";"G"
"30397";"Premium";"G"
"30398";"Very Good";"G"
"30399";"Ideal";"H"
"30400";"Ideal";"G"
"30401";"Premium";"H"
"30402";"Premium";"H"
"30403";"Ideal";"G"
"30404";"Premium";"G"
"30405";"Ideal";"G"
"30406";"Ideal";"H"
"30407";"Premium";"G"
"30408";"Ideal";"D"
"30409";"Very Good";"D"
"30410";"Good";"H"
"30411";"Ideal";"H"
"30412";"Premium";"G"
"30413";"Premium";"G"
"30414";"Ideal";"G"
"30415";"Ideal";"G"
"30416";"Ideal";"G"
"30417";"Premium";"G"
"30418";"Ideal";"H"
"30419";"Ideal";"G"
"30420";"Very Good";"G"
"30421";"Ideal";"G"
"30422";"Very Good";"H"
"30423";"Ideal";"H"
"30424";"Premium";"H"
"30425";"Ideal";"G"
"30426";"Ideal";"G"
"30427";"Premium";"H"
"30428";"Very Good";"G"
"30429";"Ideal";"G"
"30430";"Ideal";"G"
"30431";"Very Good";"H"
"30432";"Ideal";"G"
"30433";"Ideal";"G"
"30434";"Ideal";"G"
"30435";"Ideal";"H"
"30436";"Very Good";"H"
"30437";"Ideal";"G"
"30438";"Ideal";"G"
"30439";"Ideal";"H"
"30440";"Very Good";"G"
"30441";"Ideal";"G"
"30442";"Very Good";"G"
"30443";"Premium";"H"
"30444";"Very Good";"F"
"30445";"Very Good";"F"
"30446";"Very Good";"J"
"30447";"Ideal";"E"
"30448";"Ideal";"E"
"30449";"Ideal";"E"
"30450";"Ideal";"J"
"30451";"Ideal";"F"
"30452";"Ideal";"F"
"30453";"Ideal";"F"
"30454";"Good";"F"
"30455";"Ideal";"F"
"30456";"Ideal";"F"
"30457";"Premium";"F"
"30458";"Premium";"E"
"30459";"Very Good";"E"
"30460";"Premium";"H"
"30461";"Ideal";"G"
"30462";"Ideal";"I"
"30463";"Ideal";"D"
"30464";"Good";"J"
"30465";"Very Good";"D"
"30466";"Premium";"D"
"30467";"Ideal";"D"
"30468";"Very Good";"D"
"30469";"Very Good";"D"
"30470";"Very Good";"D"
"30471";"Very Good";"D"
"30472";"Good";"G"
"30473";"Ideal";"I"
"30474";"Ideal";"I"
"30475";"Ideal";"I"
"30476";"Premium";"I"
"30477";"Ideal";"I"
"30478";"Premium";"I"
"30479";"Very Good";"I"
"30480";"Premium";"D"
"30481";"Ideal";"D"
"30482";"Premium";"D"
"30483";"Premium";"D"
"30484";"Ideal";"D"
"30485";"Premium";"D"
"30486";"Ideal";"D"
"30487";"Ideal";"D"
"30488";"Ideal";"D"
"30489";"Ideal";"D"
"30490";"Premium";"D"
"30491";"Ideal";"D"
"30492";"Ideal";"D"
"30493";"Premium";"D"
"30494";"Ideal";"D"
"30495";"Ideal";"D"
"30496";"Ideal";"D"
"30497";"Ideal";"D"
"30498";"Premium";"D"
"30499";"Ideal";"D"
"30500";"Ideal";"D"
"30501";"Ideal";"D"
"30502";"Ideal";"D"
"30503";"Premium";"D"
"30504";"Ideal";"D"
"30505";"Premium";"D"
"30506";"Ideal";"D"
"30507";"Good";"D"
"30508";"Ideal";"D"
"30509";"Ideal";"D"
"30510";"Ideal";"D"
"30511";"Premium";"D"
"30512";"Ideal";"D"
"30513";"Very Good";"D"
"30514";"Very Good";"D"
"30515";"Ideal";"D"
"30516";"Good";"D"
"30517";"Very Good";"D"
"30518";"Ideal";"D"
"30519";"Premium";"D"
"30520";"Very Good";"H"
"30521";"Ideal";"E"
"30522";"Ideal";"G"
"30523";"Ideal";"F"
"30524";"Ideal";"E"
"30525";"Ideal";"F"
"30526";"Good";"H"
"30527";"Ideal";"H"
"30528";"Very Good";"D"
"30529";"Very Good";"D"
"30530";"Premium";"D"
"30531";"Premium";"D"
"30532";"Ideal";"G"
"30533";"Ideal";"E"
"30534";"Good";"J"
"30535";"Very Good";"G"
"30536";"Good";"G"
"30537";"Very Good";"G"
"30538";"Ideal";"D"
"30539";"Very Good";"D"
"30540";"Ideal";"D"
"30541";"Premium";"E"
"30542";"Premium";"D"
"30543";"Premium";"E"
"30544";"Ideal";"D"
"30545";"Ideal";"E"
"30546";"Ideal";"D"
"30547";"Ideal";"D"
"30548";"Premium";"E"
"30549";"Ideal";"D"
"30550";"Ideal";"D"
"30551";"Ideal";"D"
"30552";"Premium";"E"
"30553";"Very Good";"D"
"30554";"Ideal";"D"
"30555";"Ideal";"D"
"30556";"Premium";"E"
"30557";"Ideal";"D"
"30558";"Ideal";"D"
"30559";"Premium";"D"
"30560";"Ideal";"D"
"30561";"Ideal";"D"
"30562";"Ideal";"E"
"30563";"Ideal";"D"
"30564";"Ideal";"E"
"30565";"Premium";"E"
"30566";"Ideal";"D"
"30567";"Ideal";"D"
"30568";"Ideal";"D"
"30569";"Ideal";"D"
"30570";"Ideal";"D"
"30571";"Ideal";"D"
"30572";"Ideal";"D"
"30573";"Ideal";"E"
"30574";"Ideal";"D"
"30575";"Very Good";"D"
"30576";"Ideal";"D"
"30577";"Ideal";"E"
"30578";"Ideal";"D"
"30579";"Ideal";"D"
"30580";"Ideal";"D"
"30581";"Ideal";"D"
"30582";"Premium";"D"
"30583";"Ideal";"D"
"30584";"Ideal";"D"
"30585";"Ideal";"D"
"30586";"Ideal";"D"
"30587";"Premium";"E"
"30588";"Ideal";"D"
"30589";"Ideal";"D"
"30590";"Ideal";"E"
"30591";"Ideal";"E"
"30592";"Ideal";"D"
"30593";"Ideal";"E"
"30594";"Ideal";"D"
"30595";"Ideal";"D"
"30596";"Ideal";"D"
"30597";"Premium";"D"
"30598";"Ideal";"D"
"30599";"Ideal";"E"
"30600";"Premium";"D"
"30601";"Very Good";"D"
"30602";"Very Good";"G"
"30603";"Premium";"D"
"30604";"Ideal";"D"
"30605";"Very Good";"D"
"30606";"Very Good";"I"
"30607";"Good";"F"
"30608";"Ideal";"D"
"30609";"Very Good";"G"
"30610";"Very Good";"G"
"30611";"Very Good";"G"
"30612";"Good";"D"
"30613";"Good";"D"
"30614";"Very Good";"D"
"30615";"Very Good";"F"
"30616";"Very Good";"G"
"30617";"Very Good";"G"
"30618";"Very Good";"G"
"30619";"Premium";"I"
"30620";"Very Good";"G"
"30621";"Good";"I"
"30622";"Very Good";"G"
"30623";"Very Good";"G"
"30624";"Premium";"D"
"30625";"Ideal";"I"
"30626";"Ideal";"I"
"30627";"Ideal";"I"
"30628";"Ideal";"H"
"30629";"Ideal";"H"
"30630";"Ideal";"H"
"30631";"Ideal";"D"
"30632";"Ideal";"D"
"30633";"Ideal";"D"
"30634";"Very Good";"G"
"30635";"Ideal";"G"
"30636";"Ideal";"G"
"30637";"Ideal";"G"
"30638";"Ideal";"E"
"30639";"Ideal";"D"
"30640";"Ideal";"I"
"30641";"Ideal";"I"
"30642";"Ideal";"I"
"30643";"Fair";"I"
"30644";"Good";"D"
"30645";"Very Good";"D"
"30646";"Ideal";"F"
"30647";"Ideal";"D"
"30648";"Ideal";"I"
"30649";"Ideal";"I"
"30650";"Ideal";"I"
"30651";"Ideal";"E"
"30652";"Ideal";"D"
"30653";"Ideal";"G"
"30654";"Ideal";"D"
"30655";"Ideal";"D"
"30656";"Very Good";"D"
"30657";"Very Good";"D"
"30658";"Ideal";"I"
"30659";"Ideal";"E"
"30660";"Very Good";"G"
"30661";"Premium";"F"
"30662";"Ideal";"E"
"30663";"Premium";"F"
"30664";"Premium";"F"
"30665";"Very Good";"E"
"30666";"Premium";"F"
"30667";"Very Good";"I"
"30668";"Good";"I"
"30669";"Premium";"F"
"30670";"Very Good";"F"
"30671";"Very Good";"F"
"30672";"Very Good";"G"
"30673";"Very Good";"F"
"30674";"Premium";"E"
"30675";"Very Good";"F"
"30676";"Premium";"E"
"30677";"Premium";"F"
"30678";"Very Good";"E"
"30679";"Premium";"E"
"30680";"Ideal";"I"
"30681";"Ideal";"E"
"30682";"Ideal";"E"
"30683";"Very Good";"G"
"30684";"Very Good";"F"
"30685";"Premium";"E"
"30686";"Ideal";"E"
"30687";"Good";"G"
"30688";"Good";"F"
"30689";"Very Good";"E"
"30690";"Premium";"F"
"30691";"Ideal";"E"
"30692";"Premium";"F"
"30693";"Very Good";"I"
"30694";"Premium";"F"
"30695";"Very Good";"F"
"30696";"Ideal";"E"
"30697";"Premium";"G"
"30698";"Very Good";"E"
"30699";"Very Good";"G"
"30700";"Very Good";"H"
"30701";"Good";"E"
"30702";"Premium";"G"
"30703";"Very Good";"F"
"30704";"Very Good";"G"
"30705";"Premium";"F"
"30706";"Ideal";"G"
"30707";"Premium";"E"
"30708";"Good";"I"
"30709";"Very Good";"E"
"30710";"Ideal";"E"
"30711";"Ideal";"E"
"30712";"Ideal";"E"
"30713";"Ideal";"E"
"30714";"Ideal";"E"
"30715";"Ideal";"F"
"30716";"Ideal";"F"
"30717";"Ideal";"F"
"30718";"Good";"F"
"30719";"Fair";"E"
"30720";"Fair";"E"
"30721";"Good";"D"
"30722";"Very Good";"D"
"30723";"Good";"D"
"30724";"Good";"D"
"30725";"Very Good";"D"
"30726";"Good";"D"
"30727";"Good";"D"
"30728";"Very Good";"F"
"30729";"Very Good";"F"
"30730";"Ideal";"F"
"30731";"Ideal";"E"
"30732";"Ideal";"D"
"30733";"Ideal";"F"
"30734";"Good";"E"
"30735";"Good";"G"
"30736";"Good";"D"
"30737";"Premium";"H"
"30738";"Good";"E"
"30739";"Good";"E"
"30740";"Premium";"E"
"30741";"Good";"E"
"30742";"Good";"F"
"30743";"Ideal";"F"
"30744";"Premium";"F"
"30745";"Good";"F"
"30746";"Good";"D"
"30747";"Very Good";"G"
"30748";"Very Good";"E"
"30749";"Ideal";"H"
"30750";"Ideal";"H"
"30751";"Ideal";"J"
"30752";"Fair";"F"
"30753";"Premium";"F"
"30754";"Premium";"F"
"30755";"Premium";"F"
"30756";"Ideal";"E"
"30757";"Premium";"E"
"30758";"Ideal";"E"
"30759";"Premium";"E"
"30760";"Premium";"E"
"30761";"Premium";"E"
"30762";"Premium";"E"
"30763";"Very Good";"E"
"30764";"Ideal";"E"
"30765";"Premium";"E"
"30766";"Premium";"E"
"30767";"Premium";"F"
"30768";"Very Good";"F"
"30769";"Very Good";"I"
"30770";"Very Good";"G"
"30771";"Very Good";"F"
"30772";"Ideal";"F"
"30773";"Ideal";"H"
"30774";"Ideal";"G"
"30775";"Ideal";"G"
"30776";"Ideal";"G"
"30777";"Ideal";"G"
"30778";"Ideal";"D"
"30779";"Premium";"D"
"30780";"Ideal";"E"
"30781";"Ideal";"D"
"30782";"Premium";"E"
"30783";"Very Good";"G"
"30784";"Very Good";"E"
"30785";"Very Good";"E"
"30786";"Very Good";"D"
"30787";"Very Good";"D"
"30788";"Very Good";"D"
"30789";"Ideal";"E"
"30790";"Ideal";"E"
"30791";"Ideal";"E"
"30792";"Ideal";"E"
"30793";"Ideal";"E"
"30794";"Ideal";"E"
"30795";"Ideal";"E"
"30796";"Ideal";"I"
"30797";"Ideal";"E"
"30798";"Ideal";"D"
"30799";"Ideal";"D"
"30800";"Ideal";"D"
"30801";"Ideal";"D"
"30802";"Ideal";"F"
"30803";"Good";"F"
"30804";"Good";"F"
"30805";"Good";"D"
"30806";"Very Good";"E"
"30807";"Very Good";"G"
"30808";"Fair";"F"
"30809";"Ideal";"E"
"30810";"Ideal";"H"
"30811";"Ideal";"G"
"30812";"Ideal";"H"
"30813";"Ideal";"G"
"30814";"Ideal";"G"
"30815";"Good";"G"
"30816";"Premium";"G"
"30817";"Ideal";"G"
"30818";"Very Good";"E"
"30819";"Ideal";"E"
"30820";"Premium";"E"
"30821";"Good";"E"
"30822";"Very Good";"E"
"30823";"Premium";"E"
"30824";"Ideal";"I"
"30825";"Premium";"I"
"30826";"Ideal";"I"
"30827";"Premium";"I"
"30828";"Premium";"I"
"30829";"Ideal";"I"
"30830";"Premium";"I"
"30831";"Premium";"I"
"30832";"Premium";"I"
"30833";"Good";"I"
"30834";"Premium";"H"
"30835";"Ideal";"H"
"30836";"Premium";"H"
"30837";"Premium";"H"
"30838";"Premium";"H"
"30839";"Ideal";"H"
"30840";"Ideal";"H"
"30841";"Premium";"H"
"30842";"Ideal";"H"
"30843";"Ideal";"H"
"30844";"Ideal";"H"
"30845";"Premium";"H"
"30846";"Premium";"H"
"30847";"Ideal";"H"
"30848";"Premium";"H"
"30849";"Premium";"H"
"30850";"Premium";"H"
"30851";"Premium";"G"
"30852";"Ideal";"G"
"30853";"Premium";"G"
"30854";"Ideal";"G"
"30855";"Premium";"G"
"30856";"Premium";"G"
"30857";"Premium";"G"
"30858";"Ideal";"G"
"30859";"Premium";"G"
"30860";"Ideal";"G"
"30861";"Ideal";"G"
"30862";"Ideal";"G"
"30863";"Premium";"G"
"30864";"Premium";"G"
"30865";"Ideal";"G"
"30866";"Premium";"G"
"30867";"Premium";"G"
"30868";"Premium";"G"
"30869";"Ideal";"G"
"30870";"Premium";"G"
"30871";"Ideal";"G"
"30872";"Ideal";"G"
"30873";"Ideal";"G"
"30874";"Premium";"G"
"30875";"Premium";"G"
"30876";"Premium";"E"
"30877";"Premium";"E"
"30878";"Premium";"E"
"30879";"Premium";"E"
"30880";"Premium";"E"
"30881";"Premium";"E"
"30882";"Ideal";"E"
"30883";"Premium";"E"
"30884";"Ideal";"E"
"30885";"Ideal";"E"
"30886";"Ideal";"E"
"30887";"Ideal";"E"
"30888";"Premium";"E"
"30889";"Premium";"E"
"30890";"Very Good";"E"
"30891";"Ideal";"E"
"30892";"Very Good";"E"
"30893";"Very Good";"E"
"30894";"Ideal";"I"
"30895";"Ideal";"E"
"30896";"Ideal";"E"
"30897";"Ideal";"D"
"30898";"Ideal";"D"
"30899";"Ideal";"D"
"30900";"Ideal";"D"
"30901";"Good";"F"
"30902";"Ideal";"F"
"30903";"Ideal";"G"
"30904";"Ideal";"G"
"30905";"Ideal";"E"
"30906";"Ideal";"E"
"30907";"Ideal";"G"
"30908";"Ideal";"G"
"30909";"Ideal";"F"
"30910";"Very Good";"E"
"30911";"Ideal";"E"
"30912";"Ideal";"E"
"30913";"Ideal";"E"
"30914";"Premium";"E"
"30915";"Ideal";"E"
"30916";"Ideal";"F"
"30917";"Premium";"E"
"30918";"Ideal";"E"
"30919";"Ideal";"E"
"30920";"Ideal";"E"
"30921";"Ideal";"F"
"30922";"Very Good";"E"
"30923";"Very Good";"E"
"30924";"Premium";"E"
"30925";"Ideal";"E"
"30926";"Ideal";"F"
"30927";"Very Good";"H"
"30928";"Premium";"F"
"30929";"Ideal";"E"
"30930";"Premium";"E"
"30931";"Ideal";"H"
"30932";"Ideal";"H"
"30933";"Very Good";"H"
"30934";"Very Good";"H"
"30935";"Very Good";"H"
"30936";"Very Good";"H"
"30937";"Very Good";"G"
"30938";"Very Good";"G"
"30939";"Very Good";"G"
"30940";"Very Good";"H"
"30941";"Very Good";"H"
"30942";"Very Good";"E"
"30943";"Very Good";"H"
"30944";"Ideal";"H"
"30945";"Ideal";"H"
"30946";"Ideal";"D"
"30947";"Ideal";"G"
"30948";"Very Good";"D"
"30949";"Premium";"H"
"30950";"Very Good";"H"
"30951";"Very Good";"E"
"30952";"Ideal";"I"
"30953";"Very Good";"H"
"30954";"Ideal";"I"
"30955";"Very Good";"I"
"30956";"Premium";"E"
"30957";"Ideal";"E"
"30958";"Ideal";"I"
"30959";"Ideal";"I"
"30960";"Very Good";"I"
"30961";"Very Good";"H"
"30962";"Ideal";"J"
"30963";"Ideal";"G"
"30964";"Ideal";"G"
"30965";"Ideal";"F"
"30966";"Premium";"G"
"30967";"Very Good";"J"
"30968";"Ideal";"I"
"30969";"Premium";"I"
"30970";"Premium";"I"
"30971";"Premium";"J"
"30972";"Ideal";"J"
"30973";"Very Good";"G"
"30974";"Very Good";"D"
"30975";"Very Good";"F"
"30976";"Premium";"F"
"30977";"Ideal";"F"
"30978";"Premium";"F"
"30979";"Premium";"F"
"30980";"Very Good";"F"
"30981";"Premium";"F"
"30982";"Good";"F"
"30983";"Premium";"F"
"30984";"Good";"G"
"30985";"Premium";"G"
"30986";"Very Good";"G"
"30987";"Ideal";"F"
"30988";"Very Good";"F"
"30989";"Very Good";"H"
"30990";"Premium";"H"
"30991";"Ideal";"F"
"30992";"Premium";"F"
"30993";"Premium";"G"
"30994";"Premium";"F"
"30995";"Ideal";"G"
"30996";"Ideal";"G"
"30997";"Ideal";"I"
"30998";"Ideal";"F"
"30999";"Ideal";"E"
"31000";"Ideal";"E"
"31001";"Ideal";"E"
"31002";"Ideal";"F"
"31003";"Very Good";"E"
"31004";"Good";"H"
"31005";"Ideal";"I"
"31006";"Ideal";"G"
"31007";"Ideal";"F"
"31008";"Ideal";"F"
"31009";"Premium";"F"
"31010";"Ideal";"F"
"31011";"Premium";"F"
"31012";"Premium";"F"
"31013";"Ideal";"F"
"31014";"Good";"F"
"31015";"Very Good";"F"
"31016";"Very Good";"E"
"31017";"Very Good";"G"
"31018";"Ideal";"E"
"31019";"Good";"F"
"31020";"Ideal";"F"
"31021";"Premium";"I"
"31022";"Good";"H"
"31023";"Premium";"H"
"31024";"Premium";"G"
"31025";"Ideal";"G"
"31026";"Premium";"F"
"31027";"Premium";"F"
"31028";"Ideal";"F"
"31029";"Ideal";"F"
"31030";"Premium";"F"
"31031";"Ideal";"F"
"31032";"Ideal";"F"
"31033";"Very Good";"F"
"31034";"Premium";"F"
"31035";"Good";"F"
"31036";"Good";"F"
"31037";"Premium";"H"
"31038";"Very Good";"G"
"31039";"Ideal";"D"
"31040";"Ideal";"D"
"31041";"Ideal";"D"
"31042";"Very Good";"I"
"31043";"Ideal";"I"
"31044";"Ideal";"F"
"31045";"Good";"I"
"31046";"Ideal";"D"
"31047";"Premium";"D"
"31048";"Ideal";"H"
"31049";"Very Good";"G"
"31050";"Ideal";"I"
"31051";"Ideal";"G"
"31052";"Ideal";"F"
"31053";"Ideal";"H"
"31054";"Ideal";"H"
"31055";"Ideal";"E"
"31056";"Very Good";"I"
"31057";"Very Good";"F"
"31058";"Ideal";"E"
"31059";"Ideal";"G"
"31060";"Ideal";"D"
"31061";"Good";"F"
"31062";"Premium";"E"
"31063";"Ideal";"E"
"31064";"Good";"E"
"31065";"Ideal";"D"
"31066";"Ideal";"D"
"31067";"Very Good";"G"
"31068";"Premium";"G"
"31069";"Ideal";"G"
"31070";"Premium";"G"
"31071";"Premium";"G"
"31072";"Ideal";"G"
"31073";"Ideal";"H"
"31074";"Premium";"G"
"31075";"Good";"F"
"31076";"Very Good";"G"
"31077";"Very Good";"G"
"31078";"Premium";"G"
"31079";"Ideal";"G"
"31080";"Very Good";"G"
"31081";"Very Good";"D"
"31082";"Premium";"H"
"31083";"Very Good";"E"
"31084";"Ideal";"G"
"31085";"Ideal";"H"
"31086";"Premium";"G"
"31087";"Ideal";"H"
"31088";"Good";"D"
"31089";"Very Good";"G"
"31090";"Ideal";"G"
"31091";"Very Good";"G"
"31092";"Very Good";"G"
"31093";"Premium";"D"
"31094";"Ideal";"G"
"31095";"Very Good";"G"
"31096";"Very Good";"H"
"31097";"Very Good";"G"
"31098";"Very Good";"E"
"31099";"Ideal";"I"
"31100";"Ideal";"G"
"31101";"Ideal";"G"
"31102";"Ideal";"G"
"31103";"Ideal";"D"
"31104";"Ideal";"I"
"31105";"Ideal";"E"
"31106";"Ideal";"F"
"31107";"Premium";"G"
"31108";"Premium";"G"
"31109";"Very Good";"F"
"31110";"Very Good";"J"
"31111";"Very Good";"F"
"31112";"Very Good";"F"
"31113";"Very Good";"D"
"31114";"Very Good";"D"
"31115";"Very Good";"H"
"31116";"Ideal";"G"
"31117";"Ideal";"H"
"31118";"Ideal";"F"
"31119";"Ideal";"I"
"31120";"Ideal";"I"
"31121";"Good";"E"
"31122";"Good";"I"
"31123";"Ideal";"F"
"31124";"Very Good";"G"
"31125";"Very Good";"G"
"31126";"Very Good";"G"
"31127";"Very Good";"G"
"31128";"Ideal";"E"
"31129";"Very Good";"H"
"31130";"Very Good";"H"
"31131";"Very Good";"E"
"31132";"Ideal";"E"
"31133";"Ideal";"E"
"31134";"Ideal";"E"
"31135";"Ideal";"E"
"31136";"Ideal";"G"
"31137";"Ideal";"G"
"31138";"Very Good";"G"
"31139";"Very Good";"E"
"31140";"Very Good";"E"
"31141";"Very Good";"E"
"31142";"Very Good";"G"
"31143";"Very Good";"G"
"31144";"Very Good";"F"
"31145";"Ideal";"E"
"31146";"Ideal";"E"
"31147";"Good";"H"
"31148";"Very Good";"E"
"31149";"Good";"F"
"31150";"Premium";"F"
"31151";"Ideal";"F"
"31152";"Good";"E"
"31153";"Premium";"F"
"31154";"Premium";"E"
"31155";"Ideal";"E"
"31156";"Premium";"E"
"31157";"Good";"E"
"31158";"Ideal";"E"
"31159";"Ideal";"I"
"31160";"Very Good";"F"
"31161";"Very Good";"E"
"31162";"Good";"F"
"31163";"Very Good";"F"
"31164";"Very Good";"E"
"31165";"Ideal";"E"
"31166";"Premium";"E"
"31167";"Good";"E"
"31168";"Very Good";"E"
"31169";"Good";"F"
"31170";"Premium";"E"
"31171";"Premium";"F"
"31172";"Premium";"E"
"31173";"Good";"I"
"31174";"Very Good";"F"
"31175";"Ideal";"G"
"31176";"Ideal";"H"
"31177";"Ideal";"D"
"31178";"Ideal";"G"
"31179";"Good";"E"
"31180";"Good";"E"
"31181";"Premium";"D"
"31182";"Ideal";"D"
"31183";"Premium";"D"
"31184";"Ideal";"D"
"31185";"Ideal";"D"
"31186";"Premium";"D"
"31187";"Ideal";"D"
"31188";"Ideal";"D"
"31189";"Very Good";"D"
"31190";"Good";"D"
"31191";"Ideal";"D"
"31192";"Very Good";"J"
"31193";"Premium";"G"
"31194";"Premium";"E"
"31195";"Premium";"I"
"31196";"Ideal";"I"
"31197";"Ideal";"I"
"31198";"Ideal";"I"
"31199";"Ideal";"I"
"31200";"Premium";"I"
"31201";"Ideal";"D"
"31202";"Premium";"D"
"31203";"Ideal";"D"
"31204";"Premium";"D"
"31205";"Premium";"D"
"31206";"Ideal";"D"
"31207";"Ideal";"D"
"31208";"Premium";"D"
"31209";"Premium";"D"
"31210";"Ideal";"D"
"31211";"Ideal";"D"
"31212";"Ideal";"D"
"31213";"Premium";"D"
"31214";"Premium";"D"
"31215";"Premium";"D"
"31216";"Ideal";"D"
"31217";"Ideal";"D"
"31218";"Very Good";"D"
"31219";"Very Good";"D"
"31220";"Ideal";"D"
"31221";"Ideal";"D"
"31222";"Ideal";"D"
"31223";"Very Good";"D"
"31224";"Very Good";"D"
"31225";"Good";"D"
"31226";"Very Good";"D"
"31227";"Premium";"D"
"31228";"Ideal";"D"
"31229";"Good";"D"
"31230";"Ideal";"E"
"31231";"Fair";"G"
"31232";"Good";"E"
"31233";"Good";"F"
"31234";"Very Good";"D"
"31235";"Good";"E"
"31236";"Very Good";"D"
"31237";"Very Good";"D"
"31238";"Ideal";"D"
"31239";"Very Good";"D"
"31240";"Ideal";"G"
"31241";"Ideal";"F"
"31242";"Ideal";"F"
"31243";"Ideal";"F"
"31244";"Ideal";"F"
"31245";"Fair";"F"
"31246";"Premium";"E"
"31247";"Very Good";"E"
"31248";"Premium";"E"
"31249";"Ideal";"I"
"31250";"Ideal";"I"
"31251";"Good";"D"
"31252";"Ideal";"E"
"31253";"Ideal";"F"
"31254";"Ideal";"F"
"31255";"Ideal";"J"
"31256";"Ideal";"D"
"31257";"Ideal";"D"
"31258";"Ideal";"D"
"31259";"Ideal";"D"
"31260";"Ideal";"E"
"31261";"Good";"H"
"31262";"Very Good";"I"
"31263";"Ideal";"H"
"31264";"Premium";"E"
"31265";"Good";"H"
"31266";"Very Good";"H"
"31267";"Very Good";"I"
"31268";"Ideal";"I"
"31269";"Ideal";"I"
"31270";"Very Good";"I"
"31271";"Ideal";"I"
"31272";"Very Good";"E"
"31273";"Good";"I"
"31274";"Ideal";"I"
"31275";"Premium";"E"
"31276";"Very Good";"I"
"31277";"Ideal";"I"
"31278";"Premium";"I"
"31279";"Good";"I"
"31280";"Ideal";"E"
"31281";"Premium";"I"
"31282";"Very Good";"H"
"31283";"Ideal";"I"
"31284";"Ideal";"G"
"31285";"Ideal";"G"
"31286";"Ideal";"G"
"31287";"Ideal";"F"
"31288";"Ideal";"F"
"31289";"Ideal";"F"
"31290";"Ideal";"I"
"31291";"Ideal";"D"
"31292";"Ideal";"D"
"31293";"Ideal";"D"
"31294";"Ideal";"E"
"31295";"Very Good";"D"
"31296";"Ideal";"D"
"31297";"Premium";"D"
"31298";"Ideal";"D"
"31299";"Ideal";"D"
"31300";"Ideal";"D"
"31301";"Ideal";"D"
"31302";"Very Good";"D"
"31303";"Very Good";"D"
"31304";"Ideal";"D"
"31305";"Ideal";"D"
"31306";"Ideal";"E"
"31307";"Ideal";"D"
"31308";"Ideal";"D"
"31309";"Ideal";"D"
"31310";"Premium";"D"
"31311";"Ideal";"D"
"31312";"Ideal";"E"
"31313";"Ideal";"D"
"31314";"Ideal";"D"
"31315";"Ideal";"E"
"31316";"Premium";"D"
"31317";"Ideal";"D"
"31318";"Ideal";"D"
"31319";"Ideal";"D"
"31320";"Ideal";"D"
"31321";"Premium";"I"
"31322";"Ideal";"D"
"31323";"Ideal";"D"
"31324";"Ideal";"D"
"31325";"Ideal";"D"
"31326";"Ideal";"E"
"31327";"Ideal";"E"
"31328";"Very Good";"E"
"31329";"Very Good";"D"
"31330";"Ideal";"F"
"31331";"Ideal";"G"
"31332";"Ideal";"F"
"31333";"Ideal";"F"
"31334";"Ideal";"G"
"31335";"Ideal";"G"
"31336";"Ideal";"G"
"31337";"Premium";"H"
"31338";"Premium";"H"
"31339";"Premium";"H"
"31340";"Very Good";"D"
"31341";"Very Good";"F"
"31342";"Very Good";"D"
"31343";"Very Good";"E"
"31344";"Ideal";"F"
"31345";"Ideal";"F"
"31346";"Ideal";"E"
"31347";"Ideal";"E"
"31348";"Ideal";"F"
"31349";"Ideal";"H"
"31350";"Ideal";"E"
"31351";"Ideal";"F"
"31352";"Ideal";"E"
"31353";"Ideal";"H"
"31354";"Ideal";"F"
"31355";"Ideal";"F"
"31356";"Ideal";"F"
"31357";"Ideal";"F"
"31358";"Ideal";"F"
"31359";"Good";"E"
"31360";"Ideal";"F"
"31361";"Ideal";"E"
"31362";"Very Good";"G"
"31363";"Very Good";"H"
"31364";"Ideal";"G"
"31365";"Ideal";"F"
"31366";"Ideal";"F"
"31367";"Ideal";"F"
"31368";"Ideal";"F"
"31369";"Ideal";"F"
"31370";"Ideal";"G"
"31371";"Ideal";"D"
"31372";"Ideal";"F"
"31373";"Ideal";"D"
"31374";"Premium";"H"
"31375";"Ideal";"H"
"31376";"Good";"G"
"31377";"Very Good";"G"
"31378";"Ideal";"F"
"31379";"Premium";"H"
